distance,100nm_img1.tiff,110nm_img1.tiff,120nm_img1.tiff,30nm_img1.tiff,40nm_img1.tiff,50nm_img1.tiff,60nm_img1.tiff,70nm_img1.tiff,80nm_img1.tiff,90nm_img1.tiff
56.0,21.311748504637805,19.35972023010304,19.551538467405642,19.069976806640614,5.15444231033324,19.08642196655303,17.71385765075644,19.178541183471133,14.450083732604448,19.83654022216725
57.0,21.282075881958058,18.85609817504965,19.955446243285476,18.301403045654254,5.2552809715270445,19.62009811401356,17.00012207031202,18.188377380370586,13.488800048827658,20.502792358397354
58.0,20.805044174195125,18.203401565552838,19.687974929810014,16.83222198486322,5.534326076507408,19.435043334960508,16.204515457152905,17.34596252441374,12.60091495513876,21.408241271971157
59.0,20.101312637330288,17.479257583619383,18.798149108888218,15.15270709991454,6.001277923583736,18.690713882445635,15.484447479247708,16.785394668578935,11.906235694885016,22.471609115598795
60.0,19.451105117798964,16.836969375611453,17.451633453371446,13.687064170837347,6.585226058959633,17.643501281737628,14.936143875121854,16.51799583435054,11.471542358398358,23.56675720214656
61.0,19.13382148742731,16.491512298584585,15.886962890627723,12.723349571228018,7.156814098357817,16.54719924926695,14.569018363952495,16.44313240051266,11.33798027038586,24.585784912107602
62.0,19.35441780090293,16.633890151977287,14.365476608279058,12.410476684570312,7.581768989562725,15.577330589293965,14.34697151184078,16.386871337890483,11.543393135071152,25.453748703001395
63.0,20.17611885070653,17.33088111877316,13.128733634950954,12.788932800293018,7.781020164489632,14.818956375121726,14.280488967895636,16.1589565277096,12.111555099487834,26.11239433288456
64.0,21.49111557006597,18.46113777160439,12.364155769349535,13.801015853881868,7.780035972595216,14.297832489013487,14.473286628723525,15.608306884765033,13.009382247925508,26.495519638060827
65.0,23.049081802365286,19.74234199523689,12.176140785217633,15.280208587646532,7.7037930488586905,14.005405426025309,15.075489044190189,14.672525405882924,14.121280670166698,26.528411865234315
66.0,24.536169052121235,20.828529357908117,12.566892623900634,16.945808410644595,7.703767776489258,13.885764122009233,16.15421295166109,13.405111312865271,15.263038635254546,26.152179718018285
67.0,25.668140411374797,21.438745498656065,13.434950828550592,18.45447158813478,7.85338258743277,13.818891525268425,17.58354187011821,11.968008041380857,16.24158859252972,25.35898208618315
68.0,26.264430999754698,21.45867156982418,14.59800720214619,19.518045425415067,8.086845397949073,13.636278152465511,19.053321838379677,10.589652061461676,16.91818237304709,24.206087112429003
69.0,26.275295257568338,20.961851119996098,15.834669113156737,20.040340423583988,8.233488082885644,13.172454833983757,20.20829963684126,9.501214981078654,17.234685897827127,22.807161331179522
70.0,25.764106750489304,20.15289878845377,16.9288673400857,20.191396713256836,8.124952316284256,12.318679809569433,20.828195571899478,8.884663581848118,17.199638366698974,21.30946159363093
71.0,24.864860534669795,19.26012229919615,17.705736160276743,20.353067398071314,7.700212478637967,11.055486679075965,20.921369552612123,8.845881462097582,16.847803115844307,19.871393203738275
72.0,23.73693656921619,18.446783065797575,18.046438217162383,20.954296112060565,7.029996395111532,9.453325271605173,20.675518035888413,9.406769752503218,16.21824836730896,18.641933441164642
